Month,EFPG_name,Unit_value_mean_wtd,Unit_value_se_wtd,Unit_value_mean_unwtd,Price_index_GEKS
12,Whole milk,0.123,0.0014,0.125,1.015969958
1,Whole milk,0.119,0.0057,0.112,1.030619796
2,Whole milk,0.118,0.0053,0.112,1.027477437
3,Whole milk,0.119,0.0052,0.112,1.01414445
4,Whole milk,0.119,0.0054,0.113,1.02952419
5,Whole milk,0.121,0.0053,0.114,1.041233562
6,Whole milk,0.122,0.0053,0.115,1.043096466
7,Whole milk,0.121,0.0055,0.114,1.034182557
8,Whole milk,0.121,0.0056,0.112,1.02994795
9,Whole milk,0.119,0.006,0.11,1.020707196
10,Whole milk,0.122,0.0059,0.114,1.015362622
11,Whole milk,0.128,0.0069,0.123,0.978352731
12,Whole milk,0.127,0.0073,0.122,1.005463612
1,Whole milk,0.12,0.0014,0.125,1.013853757
2,Whole milk,0.12,0.0014,0.124,1.011353453
3,Whole milk,0.121,0.0014,0.125,1.010596183
4,Whole milk,0.12,0.0014,0.125,1.010062021
5,Whole milk,0.12,0.0013,0.124,1.003442165
6,Whole milk,0.12,0.0014,0.125,1.005805565
7,Whole milk,0.12,0.0014,0.125,1.006402891
8,Whole milk,0.12,0.0013,0.125,1.006716379
9,Whole milk,0.121,0.0013,0.126,1.006776715
10,Whole milk,0.123,0.0015,0.128,1.004199209
11,Whole milk,0.128,0.0016,0.135,0.996467243
12,Whole milk,0.127,0.0016,0.135,1.002839837
1,Whole milk,0.087,0.0117,0.107,0.94617916
2,Whole milk,0.093,0.014,0.117,0.954474451
3,Whole milk,0.091,0.0116,0.115,0.945913634
4,Whole milk,0.088,0.0107,0.106,0.961990763
5,Whole milk,0.086,0.0102,0.104,0.959007064
6,Whole milk,0.085,0.0103,0.106,0.956092229
7,Whole milk,0.087,0.0113,0.105,0.961827464
8,Whole milk,0.088,0.0115,0.107,0.955705559
9,Whole milk,0.09,0.013,0.109,0.950385598
10,Whole milk,0.091,0.0123,0.112,0.946875146
11,Whole milk,0.102,0.0143,0.131,0.955749953
12,Whole milk,0.1,0.013,0.129,0.957052249
1,Whole milk,0.107,0.001,0.111,1.017519442
2,Whole milk,0.107,0.0011,0.11,0.959635138
3,Whole milk,0.109,0.0011,0.111,0.954972482
4,Whole milk,0.108,0.001,0.11,0.951197177
5,Whole milk,0.106,0.0011,0.107,0.944365922
6,Whole milk,0.105,0.001,0.105,0.939405944
7,Whole milk,0.105,0.001,0.106,0.944221617
8,Whole milk,0.107,0.001,0.107,0.952480608
9,Whole milk,0.107,0.001,0.107,0.947262262
10,Whole milk,0.109,0.001,0.11,0.952144976
11,Whole milk,0.12,0.0013,0.122,0.946882103
12,Whole milk,0.12,0.0013,0.121,0.947797242
1,Whole milk,0.072,0.0053,0.071,0.933000279
2,Whole milk,0.072,0.0059,0.071,0.927965334
3,Whole milk,0.072,0.0065,0.071,0.931298785
4,Whole milk,0.074,0.0068,0.072,0.928523231
5,Whole milk,0.072,0.0048,0.071,0.92161335
6,Whole milk,0.067,0.0059,0.07,0.922739013
7,Whole milk,0.068,0.0063,0.071,0.907022198
8,Whole milk,0.07,0.0086,0.074,0.898166524
9,Whole milk,0.069,0.0089,0.071,0.889858715
10,Whole milk,0.072,0.0099,0.075,0.901195471
